product_name,vendor_name,taxonomy_category,taxonomy_sub_category,product_description
Couchbase Server,COUCHBASE,IT Infrastructure Software Services,Database Management Systems (DBMS),"Couchbase Server, originally known as Membase, is an open-source, distributed multi-model NoSQL document-oriented database software package optimized for interactive applications. These applications may serve many concurrent users by creating, storing, retrieving, aggregating, manipulating and presenting data."
Navicat for PostgreSQL,NAVICAT,IT Infrastructure Software Services,Database Tools,"Navicat for PostgreSQL is an easy-to-use graphical tool for PostgreSQL database development. From writing simple SQL queries to developing complex databases, Navicat for PostgreSQL is designed to accommodate a wide range of users, from PostgreSQL beginners to seasoned developers. Connect to local/remote PostgreSQL servers and compatible with cloud databases like Amazon Redshift, Amazon Aurora, Amazon RDS, Google Cloud and Microsoft Azure, and all PostgreSQL database objects."
Firebird,OPEN SOURCE,IT Infrastructure Software Services,Database Management Systems (DBMS),"Firebird is a relational database offering many ANSI SQL standard features that runs on Linux, Windows, and a variety of Unix platforms. Firebird offers excellent concurrency, high performance, and powerful language support for stored procedures and triggers. It has been used in production systems, under a variety of names, since 1981."
CouchDB,OPEN SOURCE,IT Infrastructure Software Services,Database Management Systems (DBMS),"Apache CouchDB is an open-source document-oriented NoSQL database, implemented in Erlang. CouchDB uses multiple formats and protocols to store, transfer, and process its data. It uses JSON to store data, JavaScript as its query language using MapReduce, and HTTP for an API."
Riak KV,OPEN SOURCE,IT Infrastructure Software Services,Database Management Systems (DBMS),Riak KV is a distributed NoSQL key-value database with advanced local and multi-cluster replication that guarantees reads and writes even in the event of hardware failures or network partitions.
LevelDB,OPEN SOURCE,IT Infrastructure Software Services,Database Management Systems (DBMS),"LevelDB is an open-source on-disk key-value store hosted on GitHub under the New BSD License and has been ported to a variety of Unix-based systems, macOS, Windows, and Android."
Aerospike Community,OPEN SOURCE,IT Infrastructure Software Services,Database Management Systems (DBMS),"Aerospike Database is a flash memory and in-memory open source distributed key value NoSQL database management system, marketed by the company also named Aerospike."
etcd,OPEN SOURCE,IT Infrastructure Software Services,Database Management Systems (DBMS),"etcd is a strongly consistent, distributed key-value store that provides a reliable way to store data that needs to be accessed by a distributed system or cluster of machines. It handles leader elections during network partitions and can tolerate machine failure, even in the leader node."
ColdFusion,ADOBE SYSTEMS INC,"Design, Development & Delivery",Software Design & Development,"Adobe ColdFusion offers you a platform to rapidly build, test and deploy web applications for moderate traffic on a single server."
ELATION,INNOVATIVE SYSTEMS,Customer Operational Platforms,Ordering & Billing,"A fully-integrated Billing and Operations software system with a comprehensive suite of tools for your Sales, CSRs, Technicians, and Management teams."
Voice,TWILIO INC,"Design, Development & Delivery",Software Design & Development,"The Twilio Programmable Voice API gives developers programmatic control over their calls, with APIs built for a wide variety of uses from basic phone to phone calling, app to phone calling, Interactive Voice Response (IVR), conference calling, SIP interfacing, call recording, transcription, call tracking, and more."
Voice,TWILIO INC,IT Infrastructure Software Services,Call Handling,"The Twilio Programmable Voice API gives developers programmatic control over their calls, with APIs built for a wide variety of uses from basic phone to phone calling, app to phone calling, Interactive Voice Response (IVR), conference calling, SIP interfacing, call recording, transcription, call tracking, and more."
X-Ways Forensics,X-WAYS,IT Infrastructure Software Services,Backup and Recovery,"Integrated Computer Forensics Software.  X-Ways Forensics is an advanced work environment for computer forensic examiners and our flagship product. Runs under Windows XP/2003/Vista/2008/7/8/8.1/2012/10/2016/2019/11*, 32 Bit/64 Bit, standard/PE/FE."
Anaconda Business Strategic,ANACONDA INC,"Design, Development & Delivery",Software Delivery,"Anaconda is a distribution of the Python and R programming languages for scientific computing, that aims to simplify package management and deployment. The distribution includes data-science packages suitable for Windows, Linux, and macOS."
Edge and Stream,CRIBL,BI & Data Analytics,Analytics Database,"Cribl Stream is a vendor-agnostic observability pipeline that gives you the flexibility to collect, reduce, enrich, normalize, and route data from any source to any destination within your existing data infrastructure. You’ll finally achieve full control of your data stream, empowering you to choose how to treat your data to best support your business goals.

Cribl Edge provides the flexibility and control administrators love from Stream, now running at the edge. Combined with automatic log discovery and metrics production, Cribl Edge empowers developers and operations teams to discover relevant telemetry hidden in unknown and legacy applications that have limited tooling."
Edge and Stream,CRIBL,"Performance, Monitoring & Logging",Monitoring & Logging,"Cribl Stream is a vendor-agnostic observability pipeline that gives you the flexibility to collect, reduce, enrich, normalize, and route data from any source to any destination within your existing data infrastructure. You’ll finally achieve full control of your data stream, empowering you to choose how to treat your data to best support your business goals.

Cribl Edge provides the flexibility and control administrators love from Stream, now running at the edge. Combined with automatic log discovery and metrics production, Cribl Edge empowers developers and operations teams to discover relevant telemetry hidden in unknown and legacy applications that have limited tooling."
Cisco Modeling Labs (CML),CISCO SYSTEMS INC,"Design, Development & Delivery",Quality Engineering,"Cisco Modeling Labs is an on-premises network simulation tool that runs on workstations and servers.  Design, build, visualize, and launch virtual network simulations quickly and efficiently. With Cisco Modeling Labs, you can model your network behavior, validate network changes, and troubleshoot issues. Cisco Modeling Labs acts as a test bed for applications that work with the network. With its simple point-and-click interface, you can design or import a network topology and turn it into a virtual network in minutes."
Cisco Modeling Labs (CML),CISCO SYSTEMS INC,AI & ML,Development,"Cisco Modeling Labs is an on-premises network simulation tool that runs on workstations and servers.  Design, build, visualize, and launch virtual network simulations quickly and efficiently. With Cisco Modeling Labs, you can model your network behavior, validate network changes, and troubleshoot issues. Cisco Modeling Labs acts as a test bed for applications that work with the network. With its simple point-and-click interface, you can design or import a network topology and turn it into a virtual network in minutes."
Extreme Cloud IQ Pilot (XIQ),EXTREME NETWORKS,"Performance, Monitoring & Logging",Network Performance & Resiliency,"ExtremeCloud IQ helps organizations automate end-to-end, edge-to-DC network operations, unlock new analytics, scale faster, and secure and optimize the end user and application experience."
Extreme Cloud IQ Pilot (XIQ),EXTREME NETWORKS,Telecom Network Management,Network Availability and Performance,"ExtremeCloud IQ helps organizations automate end-to-end, edge-to-DC network operations, unlock new analytics, scale faster, and secure and optimize the end user and application experience."
ICP4S,IBM,BI & Data Analytics,Data Governance,"IBM Cloud Pak for Security is an open security platform that connects to your existing data sources to generate deeper insights and enables you to act faster with automation. Whether your data resides on IBM or third-party tools, on-premises or multiple cloud environments, the platform helps you to find and respond to threats and risks - all while leaving your data where it is. So you can uncover hidden threats, make more informed risk-based decisions and respond to incidents faster."
ICP4B,IBM,BI & Data Analytics,Data Governance,IBM CLOUD PAK FOR BUSINESS AUTOMATION VIRTUAL PROCESSOR CORE ANNUAL SW SUBSCRIPTION & SUPPORT RENEWAL 12 MONTHS
ICP4I,IBM,BI & Data Analytics,Data Governance,IBM CLOUD PAK FOR INTEGRATION VIRTUAL PROCESSOR CORE
Druid,APACHE SOFTWARE FOUNDATION,BI & Data Analytics,Analytics Database,"Druid is a high performance, real-time analytics database that delivers sub-second queries on streaming and batch data at scale and under load.  Open Source"
Data Governance Support / Services,INFORMATICA LLC,BI & Data Analytics,Data Governance,"ELA Premium Maintenace, Premium Success for Subscription, and Professional Services - Fixed Fee Consulting"
TrackMe,SPLUNK INC,"Performance, Monitoring & Logging",Monitoring & Logging,"TrackMe for Splunk provides visibility and operational excellence to monitor at scale your Splunk data sources availability and quality, and many more."
digital Device Lifecycle Management (dDLM),MCE SYSTEMS,Customer Operational Platforms,Retail & Ecommerce,"MCE provides digital-first omnichannel device lifecycle solutions and services to mobile operators, electronics retailers, insurers, 4PLS, and OEMs.

The customer’s journey from onboarding, through support and repair, to trade-in can be fraught with challenges due to no remote intelligence, disconnection and lack of history awareness. This leads to friction for customers and operators.

MCE’s dDLM platform solves those problems, while delighting your finance colleagues with fast paybacks and your customers with seamless journeys."
SecureCRT,VANDYKE SOFTWARE,IT Infrastructure Software Services,Other Utilities,"SecureCRT client for Windows, Mac, and Linux provides rock-solid terminal emulation for computing professionals, raising productivity with advanced session management and a host of ways to save time and streamline repetitive tasks. SecureCRT provides secure remote access, file transfer, and data tunneling for everyone in your organization"
Microsoft Access LTSC,MICROSOFT CORP,IT Infrastructure Software Services,Database Management Systems (DBMS),"Access 2021 lets you build and share a database in seconds. You supply the information and Access does the rest, making it easy to create and structure your data. Reports and queries put your data into the format you want, so your applications consistently look great."
VisualCron,VISUALCRON,Enterprise Platforms,Workflow and Business Process Management (W-BPM),"VisualCron combines many features into one product. Through scheduling you can set your Jobs to run on a specific time or event with the help of Triggers. The Tasks in each Job automate scripts and eliminate human errors. Through various Tasks you can integrate different systems through file transfer, encryption, compression and transformation."
Kubecost,STACKWATCH INC,Management & Governance,Asset Management,"A solution for monitoring, managing, and optimizing Kubernetes spend at scale"
Copado Platform,COPADO INC,"Design, Development & Delivery",Software Delivery,"Copado provides a complete DevOps process, from planning and development to testing and deployment, all within a single platform. This feature streamlines the entire development process, enabling you to deliver high-quality applications faster.

DevOps Platform for SalesForce."
Annual Maintenance Renewal,SOLARWINDS INC,"Performance, Monitoring & Logging",Network Performance & Resiliency,"Annual Maintenance Renewal - 9/28/2023 9/28/2024
1.	Kiwi Syslog Server - Single Install
2.	SolarWinds IP Address Manager IPX(unlimited IPs)-
3.	SolarWinds Network Performance Monitor SLX (unlimited elements-Standard Polling Throughput)
4.	SolarWinds Database Performance Analyzer for virtualized environments for SQL Server, MySQL, Oracle SE, or PostgreSQL Instance (1 to 4 licenses)
5.	SolarWinds Serv-U Managed File Transfer Server Per Seat License (1 server)
6.	SolarWinds Network Topology Mapper-SolarWinds Additional Polling Engine for SolarWinds Unlimited Licenses (Standard Polling Throughput)
7.	SolarWinds High Availability  -Annual
8.	SolarWinds Server & Application Monitor ALX (unlimited monitors-Standard Polling Throughput)"
AIOPS,AISERA,Management & Governance,Asset Management,"With industry and domain-specific large language models (LLMs), Aisera’s AI Copilot understands and correlates human- and machine-generated data to predict and auto-remediate major incidents, performance issues, and outages across applications, services, and infrastructure before they occur. In doing so, Aisera helps organizations minimize revenue leakage, increase uptime, lower operational overhead, while improving brand reputation."
Aruba Central License Subscriptions,ARUBA NETWORKS INC,IT Infrastructure Software Services,Other Utilities,"As part of the shift to an Edge-to-Cloud Platform-as-a-Service organization, Aruba has introduced the Aruba Central Foundation and Advanced Licenses (Aruba Central Licenses). This is a uniform software subscription licensing model that will be extended to all products under the Aruba Central-managed portfolio.
Access Points (APs):
Foundation—This license provides all the features included in the legacy Device Management tokens and some additional features that were available as value-added services for APs and switches in the earlier licensing model.
Advanced—This license provides all the features included in the Foundation License, with additional features related to AI Insights and WLAN services.
Reseller: KLR TECHNOLOGY LLC"
A4O-License-AOV-BASE LICENSE-NU-GLOB-PERP,INSIGHTSOFTWARE,Enterprise Platforms,Enterprise Resource Planning (ERP),These InsightSoftware licenses are for Noetix. Noetix is a program used by both staff and faculty for reporting through Oracle.
DevExtreme,DEVEXPRESS,"Design, Development & Delivery",Software Design & Development,"DevExtreme is a component suite for creating highly responsive web applications for touch devices and traditional desktops. The suite includes 50+ UI components ready to use with jQuery, Angular, AngularJS, Knockout, ASP.NET MVC or ASP.NET Core: data grid, interactive charts, data editors, navigation and multi-purpose widgets designed to look and behave harmoniously in any browser."
Data Integration,INFORMATICA LLC,BI & Data Analytics,Data Movement Management,"Experience the industry’s only free, AI-powered solution to easily load, transform and integrate data
Bring your data to life with Informatica, the proven leader in data integration software. Now you can make better decisions with Cloud Data Integration-Free."
Citrix ADC VPX Advanced Edition,CITRIX SYSTEMS INC,"Performance, Monitoring & Logging",Network Performance & Resiliency,"Citrix ADC VPX, formerly Citrix NetScaler ADC VPX, provides a complete web and application load balancing, secure and remote access, acceleration, security, and offload feature set in a simple, easy-to-install virtual appliance."
HCL Technologies Managed Services - Imaging,HCL TECHNOLOGIES LIMITED,Digital Workplace,End-User Compute,Laptop imaging.
Fusion Pro,VMWARE INC,IT Infrastructure Software Services,Virtualization,"Fusion Pro is the simply powerful desktop hypervisor for the modern technology professional looking to use local or remote virtual machines, containers or Kubernetes clusters.   Designed for power users, developers and IT admins.

Key Features:
World-Class Desktop Hypervisor: Run Virtual Machines, Containers and Kubernetes Clusters on both Intel and Apple Silicon Macs
Ready for macOS 13 Ventura for Intel and Apple Silicon Macs
Supports Windows 11 on both Intel and Apple Silicon
Connect to vSphere or ESXi and hosts for remote workloads"
Affordable Connectivity Program (ACP) Platform,EMERIOS LIFELINE SOLUTIONS,Customer Operational Platforms,Customer Experience,Software that will validate eligibility and enrollment for the Affordable Connectivity Program
F-Response,F-RESPONSE,Management & Governance,Device Management,"F-Response is a software platform that allows incident response analysts to perform remote acquisition of evidence over a network. One advantage to utilizing F-Response is that it does not require direct access via SSH or RDS to the remote system.

F-Response is an easy to use, vendor neutral, patented software utility that gives you the ability to access and collect:

Physical Disks
Logical Volumes
Physical Memory (RAM)
Cloud Servers
Network Shares and Network Attached Storage
Cloud Storage
And more...
If your analysis software reads a harddrive or network share, it will work with F-Response."
Oracle Communications Converged Application Server,ORACLE,IT Infrastructure Software Services,Call Handling,Oracle Communications Converged Application Server is a carrier-class Java EE application server that supports SIP and a number of operational enhancements that allow it to meet the demanding requirements of next-generation Internet Protocol-based communications networks. The Converged Application Server implementation is based on Oracle's widely deployed and time-tested Java EE-compliant WebLogic Server product.
Canva,CANVA,"Design, Development & Delivery",Software Design & Development,"Create, collaborate, publish and print. 
Design anything with thousands of free templates, photos, fonts, and more. Bring your ideas to life with Canva's drag-and-drop editor. Share designs easily, with a simple click."
Statistical Software,MINITAB,BI & Data Analytics,Self-Serve Visualization & Ent. Reporting,"Regardless of statistical background, Minitab empowers all parts of an organization to predict better outcomes, design better products, and improve processes to generate higher revenues and reduce costs. Only Minitab offers a unique, integrated approach by providing software and services that drive business excellence from anywhere with the cloud.

Key statistical tests include t tests, one and two proportions, normality test, chi-square, and equivalence tests."
HCBIT,TENACITY,Telecom Network Management,Other Network Services and Operational,"Hamilton® CapTel® for Business, Interconnected by Tenacity™ is available to individuals working in a Cisco® VoIP environment and who experience hearing loss and have difficulty hearing on the phone.  Once implemented, the system will connect the Cisco phones in network to the captioning service. Each site will be recognized in our system so that employees who need captioning service can gain access while using their Cisco phone."
CDR Reporting  and Analytics,CISCO SYSTEMS INC,"Performance, Monitoring & Logging",Monitoring & Logging,"This commercial app gives your team greatly increased visibility, monitoring, and reporting functionality around Cisco Unified Communications (aka CUCM / CallManager), whether you're a small organization with a hundred phones or one of the largest companies in the world. Builded by Sideview LLC. CDR (Call Detail Records)"
Cloud Integration,TIBCO SOFTWARE INC,IT Infrastructure Software Services,Middleware,"The TIBCO Cloud™ Integration enterprise integration platform-as-a-service (iPaaS) accelerates the integration process. Using any integration style, it provides self-service integration capabilities that empowers anyone to quickly and easily connect information assets no matter where they are."
Blancco Disk Wipe,BLANCCO,Management & Governance,Risk & Compliance,"Ensure your sensitive data, regardless of underlying technology, has been permanently sanitized from servers, laptops, Chromebooks, desktops and drives with the most certified data erasure software solution on the market."
LogRocket Enterprise,LOGROCKET,"Performance, Monitoring & Logging",Monitoring & Logging,"LogRocket combines session replay, product analytics, and error tracking – empowering software teams to create the ideal product experience. Using LogRocket, Software teams can fix user-reported issues faster, de-noise their error alerts, and see the ""why"" behind their product analytics graphs and funnels."
Content Management,ADOBE SYSTEMS INC,Enterprise Platforms,Enterprise Content Management (ECM),A content management system is a software application that allows you to create and deliver digital content. A CMS lets you easily edit your digital experiences and then publish those experiences out to the web and other digital channels
TruExperience,TRUIEM,Digital Workplace,Collaboration & Productivity,"Delivered as SaaS, TruExperience securely gathers intelligence about data, application, and voice performance from multiple perspectives across your IT service delivery infrastructure. This intelligence is used to continuously assesses the availability, health, and precise experience of your end users and to generate automations that remediate issues.

Gulf Coast DevOps, Inc. (GCDO) Announces Name Change to Truiem™ Inc"
Komprise,IBM,IT Infrastructure Software Services,Storage Management,"Komprise analyzes data across all storage, providing visibility into hot versus cold data and data growth patterns, and transparently moving infrequently accessed data to cost-efficient HPE storage. Komprise's software is different from other solutions: it uses no storage agents, no static stubs, stays outside the hot data path, creates no lock-in, and has no scaling limits."
Control Center,SMARTSHEET COM INC,Digital Workplace,Collaboration & Productivity,"With Smartsheet Control Center, you can manage the entire lifecycle of your portfolio and all of the projects and processes that are part of it."
Streams,IBM,BI & Data Analytics,Data Movement Management,IBM® Streams is a software platform that enables the development and execution of applications that process information in data streams. IBM Streams enables continuous and fast analysis of massive volumes of moving data to help improve the speed of business insight and decision making.
Fabric Interconnects,CISCO SYSTEMS INC,Telecom Network Management,Other Network Services and Operational,"Cisco UCS Fabric Interconnects and Fabric Extenders are part of the Unified Fabric solution for data center networks.  This is a next-generation data center platform that unites computing, networking, storage access, and virtualization resources into a cohesive system designed to reduce Total Cost of Ownership (TCO) and increase business agility. The system integrates a low-latency, lossless 10/25/40/100 Gigabit Ethernet unified network fabric with enterprise-class, x86-architecture servers. The system is an integrated, scalable, multichassis platform in which all resources participate in a unified management domain."
HPE Integrated Lights-Out (iLO) Advance,HEWLETT PACKARD ENTERPRISE,"Performance, Monitoring & Logging",Application Performance & Resiliency,"Integrated Lights-Out (iLO) is a proprietary management technology built into HPE products that allows for remote control access to ProLiant servers, even without being connected to the organization’s main network, the origin of the “Lights Out” designation."
Integrated Services Routers (ISR),CISCO SYSTEMS INC,Telecom Network Management,Other Network Services and Operational,"ISRs provide a robust set of features that enable cloud computing, mobile connectivity, multimedia performance and secure networking.  They also provide powerful multimedia networking, making above-average secure teleconferences possible and facilitate device virtualization and failover, making them attractive platforms for disaster recovery and business continuity planning."
Workspace,WORKATO,Enterprise Platforms,Workflow and Business Process Management (W-BPM),"Workato Workspace Annually - A collaboration space that allows multiple users to build, share, test and run recipes. 
Workato recipes are sets of instructions that automate complex workflows. Every recipe can be a REST endpoint that can be called from other recipes or apps.

• Unlimited applications to connect to
• Unlimited connections to applications 
• Unlimited users in the standard roles (Admin, Analyst, Operator) 
• Workbot for Slack, Teams, FB Workplace 
• Robust security, compliance 
• Includes SAML based SSO 
• Encryption at rest and in motion 
• SOC 2 Type 2 and GDPR compliant"
Copilot,GITHUB INC,"Design, Development & Delivery",Software Design & Development,GitHub Copilot turns natural language prompts into coding suggestions across dozens of languages. GitHub Copilot is an AI-powered coding assistant that helps developers write code faster. GitHub Copilot is available through organization accounts with GitHub Copilot for Business.
Downdetector,OOKLA LLC,"Performance, Monitoring & Logging",Application Performance & Resiliency,"Downdetector is powered by unbiased, transparent user reports and problem indicators from around the web. Downdetector helps people all over the world understand disruptions to vital services such as the internet, social media, web hosting platforms, banks, games, entertainment, and more. With insight into all the services and platforms that power connectivity, Downdetector empowers consumers and informs enterprises when customers are experiencing issues.

Downdetector is a part of Ookla®, a trusted global leader in connectivity intelligence and network insights. From measuring network performance with Speedtest® to identifying problems with Downdetector®, Ookla empowers consumers across the globe to understand and optimize their internet experience."
Arria NLG,ARRIA INC,BI & Data Analytics,Self-Serve Visualization & Ent. Reporting,Arria NLG is a form of artificial intelligence [AI] that transforms structured data into natural language.
GoJS,NORTHWOODS,BI & Data Analytics,Self-Serve Visualization & Ent. Reporting,GoJS is a JavaScript library that lets you easily create interactive diagrams in modern web browsers.
Startup Relationship Management Platform (SRM),SWITCHPITCH,Marketing Management,Market Intelligence,"SwitchPitch is a cloud-based marketplace that helps businesses connect with startups and innovators to accelerate innovation and drive growth.  Teams from top Fortune 500 companies use our proprietary startup database to scout startups, pipeline relationships, engage in pilot projects, and get deals done"
Articulate 360 Teams,ARTICULATE,"Design, Development & Delivery",UX/UI Design & Multimedia,"Articulate 360 is a holistic suite of interconnected apps for all your e-learning needs.  Articulate 360 Teams includes exclusive product features that’ll make it easy for your team to collaborate on Storyline 360 and Rise 360 projects. They can build a shared collection of templates, slides, and scenes in Storyline 360 that anyone on the team can access, right from within the app. In Rise 360, they can create and edit courses at the same time. They can also share custom block templates built from learning blocks."
Call and IVR Testing Suites (Klearcom),KLEARCOM,"Performance, Monitoring & Logging",Monitoring & Logging,"Klearcom is a SaaS offering that generates synthetic tests against external facing 1-800 numbers as well as analyzes the IVR call paths, validating performance against a known baseline.  Klearcom tests not only transcribes all calls , comparing all test results against the baseline transcription  but also  performs call quality scoring.    We evaluated and compared Klearcom against 2 additional competitors Voicewatch and Spearline and klearcom came out as the obvious leader."
CHARON-PAR/PA9,STROMASYS INC,IT Infrastructure Software Services,Virtualization,"Charon-PAR is a hardware virtualization layer running under Linux on industry-standard servers. It emulates a range of historic PA-RISC hardware systems and allows existing users of such systems to move to modern Intel-based server hardware.  This is accomplished on industry-standard Intel x64 servers running one of two supported Linux distributions: Red Hat 7.x and CentOS 7.x or under VMware running one of the two supported Linux distributions as a guest operating system.  With the Charon-PAR solution, you can securely transfer your PA-RISC systems to a state-of-the-art environment. Stromasys’ solution enables third-party applications and user-developed software to run without modification.  HP recognizes Charon-PAR software as a valid platform to run MPE and HP-UX, and Charon-PAR passes the original MPE hardware qualification tests."
Openet,OPENET,Telecom Network Management,Other Network Services and Operational,"An Amdoc Company.  
Real-time usage control for customers on ATT and T-Mobile networks, used by Tracfone that provides the following:
1.. Enforces fair usage by throttling network speed when customers reach their data caps
2. Creates multiple add-ons with varying durations and quota allowances
3. Enforces real-time fair usage restrictions with notifications
4. Launches shared data plans
5. Generates Event Detail Records to provide reporting capabilities
6. Provides data roaming service passes
7. Provides data volume / speed tiers"
Cellwize,CELLWIZE,Telecom Network Management,Other Network Services and Operational,Cell coverage data collection from handset and its analytics.
DevRefactory (re-platform),DEVREFACTORY,Customer Operational Platforms,Customer Experience,Enables conversational chatbot.
Dynamic Policy,ZEQUEL,Management & Governance,Risk & Compliance,"Policy tracking tool.  DynamicPolicy™ is a Web-based application that automates and manages the complete cycle of creation, distribution, publication, education and enforcement of corporate policies and procedures.

After the policies are created, they can easily be distributed with DynamicPolicy™. Users will be able to access the policies and procedures through a regular Internet browser. This method provides a user-friendly interface that allows users to read all the policies available to them or to search for a specific policy."
Managed Services,WEDO TECHNOLOGY,Telecom Network Management,Other Network Services and Operational,"Acquired by  Mobileum.  Mobileum (WEDO) provides support and development for a tool called RAID. We use different modules within RAID for functions such as Usage Control, Fraud Detection, Anomalies detection and Enterprise Revenue and Business Assurance."
Bango,BANGO,Marketing Management,Market Intelligence,"Bango provides the technology and partnerships that online merchants need to acquire more paying users.  Bango brings together digital payments and marketing technology so that you can more effectively market, merchandize and monetize your products to online customers everywhere."
Magnify,GENUCOM,IT Infrastructure Software Services,Other Utilities,"Add on to EDI which provides business visibility on EDI transactions.

Electronic Data Interchange (EDI) is the electronic interchange of business information using a standardized format; a process that allows one company to send information to another company electronically rather than with paper. Business entities conducting business electronically are called trading partners."
Space Planning Plus,BLUE YONDER,Customer Operational Platforms,Retail & Ecommerce,"Category Mgt Software used for Wal-Mart Space Planning.

Space and floor planning support retailers in making smarter, more accurate merchandise space allocation decisions that drive revenue growth by leveraging customer insights, maximizing the selling-space available and measure KPI’s using robust analytics. Blue Yonder enables a true enterprise-wide space management solution with seamless integration to planograms to streamline the design and implementation of each store’s floor plan to maximize category space allocation and sales opportunities."
Feedonomics,FEEDONOMICS,Marketing Management,Market Intelligence,"Streamline product feed optimization, and product listing, for paid search.  Feedonomics is the connective tissue for your ecommerce business.  Optimizes product listings for each shopping destination, Sends optimized feeds to hundreds of global channels,  Syncs orders, inventory, and product data across systems

Our full-service feed management solutions for advertising channels and marketplaces help you:  Drive better ad performance and sell more products, Save time and development resources, Maintain business continuity with a dedicated feed team"
Liveramp,LIVERAMP,Marketing Management,Market Intelligence,"Data onboarding partner

LiveRamp Holdings, Inc. offers a data connectivity platform whose services include data onboarding, the transfer of offline data online for marketing purposes.

LiveRamp is a data connectivity platform that enables businesses to connect, unify, control, and activate data across different channels and devices to optimize customer experiences and drive better results.

Acquired by Acxiom in 2014."
iText Software,ITEXT,"Design, Development & Delivery",Software Design & Development,"iText 5 Enterprise Subscription CORE (java) Version 5.0 for Production
iText Software - Part#: IT5J-ENTERPRISE

The software toolkit offers you one of the best-documented and most versatile PDF engines in the world (written in Java and .NET), which allows you to not only integrate PDF functionalities into your workflow, but also in your applications, processes or products. With the release of the iText 7 Suite, you can even optimize invoicing, ensuring long-term archiving and take care of compliance issues through its PDF SDK."
MMI Portal,DATASYS,Marketing Management,Market Intelligence,Datasys compiles one of the largest consumer and business data sets in the world. We use our expansive data and technology platforms to help companies more accurately target their ideal customers and provide intelligent marketing solutions.
Cobra,DELTEK INC,Digital Workplace,Collaboration & Productivity,"Integrate cost and schedule, establish cost controls, measure performance and forecast outcomes to help projects succeed. With accurate and compliant EVM reporting across all program phases, your team can spend more time proactively managing project costs and resources.
Provide oversight by tightly controlling project costs and resources to improve project success and profitability
Unlimited rate scenarios and top-down planning allow what-if analysis and modeling cost impacts
Easily produce detailed and summary reports and support project audits"
Empower,ENCORE,Digital Workplace,Collaboration & Productivity,"Empower is the first and only browser-based analytical tool that integrates earned value, schedule, work authorization, and other key performance data to enable proactive management of complex projects.
Empower™ features an attractive and powerful user interface that provides immediate productivity gains for control account managers, program managers, support staff, and oversight organizations. Empower is specifically designed to quickly locate problem areas, identify trends, display element-of-cost information, graphically display schedule Gantt information, provide immediate insight into data quality issues, support data-driven audit initiatives, and streamline the creation of narrative analyses with integrated workflow. The browser-based architecture provides a lower total cost of ownership than desktop tools, since no application is installed on individual computers. Updates are performed on a single server and user maintenance is centralized. Empower leverages your current software investment by seamlessly integrating with existing databases, migrating many of your customizations, and providing a familiar interface that will reduce implementation and training costs."
Duet for Workspace,GOOGLE - XXVI HOLDINGS INC,AI & ML,Serving,"Duet AI for Google Workspace helps you write, design, organize, accelerate workflows and have richer meetings.  Duet AI brings essential generative AI capabilities to Google Workspace and is the next evolution of the product and how our users will work in the future at parity with others in the market. It enables features like Help Me Write which will be essential to our workforce as generative AI becomes table stakes in productivity and collaboration products."
Project Management Pro,PROCORE,Management & Governance,Asset Management,"Procore is committed to advancing the construction industry by improving project and construction management, driving technology innovation, and building a global community of groundbreakers. Our connected global construction platform unites all stakeholders on a project with unlimited access to support and a business model designed for the construction industry."
Licensed Data,SAFEGRAPH,Marketing Management,Market Intelligence,"SafeGraph curates the most accurate and precise database of global points of interest each month to power applications, platforms, and services with a location component. As a source of truth for the physical world, SafeGraph data provides an up-to-date record of where places are located and detailed attribution about each of those places, such as when it opened or closed, what type of place it is, what other places it is affiliated with, and how people interact with that location."
MTN File,STIRISTA,Marketing Management,Market Intelligence,"B2B to B2C (B2B2C) linking business contacts to home addresses, personal emails, and social handles, expanding the channels available for your campaigns. MTN file that is paid for quarterly"
HumanFirst,ZIA AI INC,Customer Operational Platforms,Customer Experience,"HumanFirst is a natural language data productivity suite to design, test, and launch high-quality prompts and AI models that power business insights, automation, and CX."
AI Coach Platform,ZENARATE,Enterprise Platforms,Human Resources Management (HRM),"Zenarate's cloud-based call simulation training platform creates a live caller experience without the risk and stress of an actual customer call. Simulated calls can run alongside a clickable systems interface, creating a true side-by-side training experience."
QLIK Development Services,BARDESS,BI & Data Analytics,Self-Serve Visualization & Ent. Reporting,"Bardess empowers clients to access, view, analyze and use their data to make smarter, more accurate, cost efficient, and faster business decisions. Our customized advanced capabilities reduce costs and time-to-market deployment."
Insights - POI Shapes,MAPSPEOPLE,Geographic Information Systems (GIS),Cartography/Mapping,"Indoor mapping of complicated settings. Speeds up your time to market by levering specialized mapping expertise to get interactive, engaging digital maps while freeing up your own resources.

Well-designed digital indoor maps capture attention and facilitate a more enjoyable exploration of indoor spaces within your product. This visual appeal not only enhances the user experience and encourages interaction with your product, but also makes your product stand out.

Purchased from Point Inside."
NSX Advanced Load Balancer,VMWARE INC,IT Infrastructure Software Services,Virtualization,"VMware NSX is a network virtualization and security platform that enables the virtual cloud network, a software-defined approach to networking that extends across data centers, clouds, and application frameworks."
