Product Name,Cleaned Description,processed_description,tokenized_description,sentiment_score,keyword_count,named_entities,pos_tags
X Pro,mui x collection advanced react ui components complex use cases use native integration material ui extend design system community plan community version mui x published mit license free forever version contains features believe maintainable contributions opensource community pro plan pro version mui x expands features community version advanced capabilities multifiltering multisorting column resizing column pinning data grid well date range picker component,mui x collection advanced react ui components complex use cases use native integration material ui extend design system community plan community version mui x published mit license free forever version contains features believe maintainable contributions opensource community pro plan pro version mui x expands features community version advanced capabilities multifiltering multisorting column resizing column pinning grid well date range picker component,"['mui', 'x', 'collection', 'advanced', 'react', 'ui', 'components', 'complex', 'use', 'cases', 'use', 'native', 'integration', 'material', 'ui', 'extend', 'design', 'system', 'community', 'plan', 'community', 'version', 'mui', 'x', 'published', 'mit', 'license', 'free', 'forever', 'version', 'contains', 'features', 'believe', 'maintainable', 'contributions', 'opensource', 'community', 'pro', 'plan', 'pro', 'version', 'mui', 'x', 'expands', 'features', 'community', 'version', 'advanced', 'capabilities', 'multifiltering', 'multisorting', 'column', 'resizing', 'column', 'pinning', 'grid', 'well', 'date', 'range', 'picker', 'component']",0.225,3,"(S
  mui/NN
  x/NNP
  collection/NN
  advanced/VBD
  react/JJ
  ui/JJ
  components/NNS
  complex/JJ
  use/NN
  cases/NNS
  use/VBP
  native/JJ
  integration/NN
  material/NN
  ui/JJ
  extend/VBP
  design/NN
  system/NN
  community/NN
  plan/NN
  community/NN
  version/NN
  mui/NN
  x/NNP
  published/VBD
  mit/JJS
  license/JJ
  free/JJ
  forever/NN
  version/NN
  contains/VBZ
  features/NNS
  believe/VBP
  maintainable/JJ
  contributions/NNS
  opensource/VBP
  community/NN
  pro/JJ
  plan/NN
  pro/JJ
  version/NN
  mui/NN
  x/NNP
  expands/VBZ
  features/NNS
  community/NN
  version/NN
  advanced/VBD
  capabilities/NNS
  multifiltering/VBG
  multisorting/VBG
  column/NN
  resizing/VBG
  column/NN
  pinning/VBG
  grid/JJ
  well/RB
  date/NN
  range/NN
  picker/NN
  component/NN)","[('mui', 'NN'), ('x', 'NNP'), ('collection', 'NN'), ('advanced', 'VBD'), ('react', 'JJ'), ('ui', 'JJ'), ('components', 'NNS'), ('complex', 'JJ'), ('use', 'NN'), ('cases', 'NNS'), ('use', 'VBP'), ('native', 'JJ'), ('integration', 'NN'), ('material', 'NN'), ('ui', 'JJ'), ('extend', 'VBP'), ('design', 'NN'), ('system', 'NN'), ('community', 'NN'), ('plan', 'NN'), ('community', 'NN'), ('version', 'NN'), ('mui', 'NN'), ('x', 'NNP'), ('published', 'VBD'), ('mit', 'JJS'), ('license', 'JJ'), ('free', 'JJ'), ('forever', 'NN'), ('version', 'NN'), ('contains', 'VBZ'), ('features', 'NNS'), ('believe', 'VBP'), ('maintainable', 'JJ'), ('contributions', 'NNS'), ('opensource', 'VBP'), ('community', 'NN'), ('pro', 'JJ'), ('plan', 'NN'), ('pro', 'JJ'), ('version', 'NN'), ('mui', 'NN'), ('x', 'NNP'), ('expands', 'VBZ'), ('features', 'NNS'), ('community', 'NN'), ('version', 'NN'), ('advanced', 'VBD'), ('capabilities', 'NNS'), ('multifiltering', 'VBG'), ('multisorting', 'VBG'), ('column', 'NN'), ('resizing', 'VBG'), ('column', 'NN'), ('pinning', 'VBG'), ('grid', 'JJ'), ('well', 'RB'), ('date', 'NN'), ('range', 'NN'), ('picker', 'NN'), ('component', 'NN')]"
CARTO Enterprise,cartodb easiest way create amazing maps data interface creating new standard user experience mapping data analytics community allows us work users diverse backgrounds create maps hobbyists educators researchers general business enabling new generation mappers work data,cartodb easiest way create amazing maps interface creating new standard user experience mapping analytics community allows us work users diverse backgrounds create maps hobbyists educators researchers general enabling new generation mappers work,"['cartodb', 'easiest', 'way', 'create', 'amazing', 'maps', 'interface', 'creating', 'new', 'standard', 'user', 'experience', 'mapping', 'analytics', 'community', 'allows', 'us', 'work', 'users', 'diverse', 'backgrounds', 'create', 'maps', 'hobbyists', 'educators', 'researchers', 'general', 'enabling', 'new', 'generation', 'mappers', 'work']",0.18454545454545457,1,"(S
  cartodb/NN
  easiest/JJS
  way/NN
  create/NN
  amazing/JJ
  maps/NNS
  interface/VBP
  creating/VBG
  new/JJ
  standard/JJ
  user/NN
  experience/NN
  mapping/NN
  analytics/NNS
  community/NN
  allows/VBZ
  us/PRP
  work/NN
  users/NNS
  diverse/VBP
  backgrounds/NNS
  create/VBP
  maps/NNS
  hobbyists/NNS
  educators/NNS
  researchers/NNS
  general/JJ
  enabling/VBG
  new/JJ
  generation/NN
  mappers/NNS
  work/VBP)","[('cartodb', 'NN'), ('easiest', 'JJS'), ('way', 'NN'), ('create', 'NN'), ('amazing', 'JJ'), ('maps', 'NNS'), ('interface', 'VBP'), ('creating', 'VBG'), ('new', 'JJ'), ('standard', 'JJ'), ('user', 'NN'), ('experience', 'NN'), ('mapping', 'NN'), ('analytics', 'NNS'), ('community', 'NN'), ('allows', 'VBZ'), ('us', 'PRP'), ('work', 'NN'), ('users', 'NNS'), ('diverse', 'VBP'), ('backgrounds', 'NNS'), ('create', 'VBP'), ('maps', 'NNS'), ('hobbyists', 'NNS'), ('educators', 'NNS'), ('researchers', 'NNS'), ('general', 'JJ'), ('enabling', 'VBG'), ('new', 'JJ'), ('generation', 'NN'), ('mappers', 'NNS'), ('work', 'VBP')]"
Kinetica,kinetica realtime database data accelerator purpose built enabling analytics generative ai timeseries spatial data,kinetica realtime database accelerator purpose built enabling analytics generative ai timeseries spatial,"['kinetica', 'realtime', 'database', 'accelerator', 'purpose', 'built', 'enabling', 'analytics', 'generative', 'ai', 'timeseries', 'spatial']",0.0,2,"(S
  kinetica/NN
  realtime/NN
  database/NN
  accelerator/NN
  purpose/NN
  built/VBN
  enabling/VBG
  analytics/NNS
  generative/JJ
  ai/JJ
  timeseries/NNS
  spatial/JJ)","[('kinetica', 'NN'), ('realtime', 'NN'), ('database', 'NN'), ('accelerator', 'NN'), ('purpose', 'NN'), ('built', 'VBN'), ('enabling', 'VBG'), ('analytics', 'NNS'), ('generative', 'JJ'), ('ai', 'JJ'), ('timeseries', 'NNS'), ('spatial', 'JJ')]"
HCL Commerce,hcl commerce provides powerful customer interaction platform omnichannel commerce used companies sizes small businesses large enterprises many different industries provides easytouse tools business users centrally manage crosschannel strategy business users create manage precision marketing campaigns promotions catalog merchandising across sales channels hcl commerce single unified platform offers ability business directly consumers bc directly businesses bb,hcl commerce provides powerful customer interaction omnichannel commerce used companies sizes small businesses large enterprises many different industries provides easytouse tools users centrally manage crosschannel strategy users create manage precision marketing campaigns promotions catalog merchandising across sales channels hcl commerce single unified offers ability directly consumers bc directly businesses bb,"['hcl', 'commerce', 'provides', 'powerful', 'customer', 'interaction', 'omnichannel', 'commerce', 'used', 'companies', 'sizes', 'small', 'businesses', 'large', 'enterprises', 'many', 'different', 'industries', 'provides', 'easytouse', 'tools', 'users', 'centrally', 'manage', 'crosschannel', 'strategy', 'users', 'create', 'manage', 'precision', 'marketing', 'campaigns', 'promotions', 'catalog', 'merchandising', 'across', 'sales', 'channels', 'hcl', 'commerce', 'single', 'unified', 'offers', 'ability', 'directly', 'consumers', 'bc', 'directly', 'businesses', 'bb']",0.09928571428571428,1,"(S
  hcl/JJ
  commerce/NN
  provides/VBZ
  powerful/JJ
  customer/NN
  interaction/NN
  omnichannel/IN
  commerce/NN
  used/VBN
  companies/NNS
  sizes/VBZ
  small/JJ
  businesses/NNS
  large/JJ
  enterprises/NNS
  many/JJ
  different/JJ
  industries/NNS
  provides/VBZ
  easytouse/NN
  tools/NNS
  users/NNS
  centrally/RB
  manage/VBP
  crosschannel/NNS
  strategy/NN
  users/NNS
  create/VBP
  manage/JJ
  precision/NN
  marketing/NN
  campaigns/NNS
  promotions/NNS
  catalog/VBP
  merchandising/VBG
  across/IN
  sales/NNS
  channels/NNS
  hcl/VBP
  commerce/NN
  single/JJ
  unified/JJ
  offers/NNS
  ability/NN
  directly/RB
  consumers/NNS
  bc/VBP
  directly/RB
  businesses/NNS
  bb/VBP)","[('hcl', 'JJ'), ('commerce', 'NN'), ('provides', 'VBZ'), ('powerful', 'JJ'), ('customer', 'NN'), ('interaction', 'NN'), ('omnichannel', 'IN'), ('commerce', 'NN'), ('used', 'VBN'), ('companies', 'NNS'), ('sizes', 'VBZ'), ('small', 'JJ'), ('businesses', 'NNS'), ('large', 'JJ'), ('enterprises', 'NNS'), ('many', 'JJ'), ('different', 'JJ'), ('industries', 'NNS'), ('provides', 'VBZ'), ('easytouse', 'NN'), ('tools', 'NNS'), ('users', 'NNS'), ('centrally', 'RB'), ('manage', 'VBP'), ('crosschannel', 'NNS'), ('strategy', 'NN'), ('users', 'NNS'), ('create', 'VBP'), ('manage', 'JJ'), ('precision', 'NN'), ('marketing', 'NN'), ('campaigns', 'NNS'), ('promotions', 'NNS'), ('catalog', 'VBP'), ('merchandising', 'VBG'), ('across', 'IN'), ('sales', 'NNS'), ('channels', 'NNS'), ('hcl', 'VBP'), ('commerce', 'NN'), ('single', 'JJ'), ('unified', 'JJ'), ('offers', 'NNS'), ('ability', 'NN'), ('directly', 'RB'), ('consumers', 'NNS'), ('bc', 'VBP'), ('directly', 'RB'), ('businesses', 'NNS'), ('bb', 'VBP')]"
ChatAible,generative ai guardrails enterprise analytics chataible leverages wellproven explainable ai automatically ask millions questions data finds key insights uses generative ai summarize doublecheck key insights way business executive could easily consume,generative ai guardrails enterprise analytics chataible leverages wellproven explainable ai automatically ask millions questions finds key insights uses generative ai summarize doublecheck key insights way executive could easily consume,"['generative', 'ai', 'guardrails', 'enterprise', 'analytics', 'chataible', 'leverages', 'wellproven', 'explainable', 'ai', 'automatically', 'ask', 'millions', 'questions', 'finds', 'key', 'insights', 'uses', 'generative', 'ai', 'summarize', 'doublecheck', 'key', 'insights', 'way', 'executive', 'could', 'easily', 'consume']",0.14444444444444446,7,"(S
  generative/JJ
  ai/NN
  guardrails/NNS
  enterprise/VBP
  analytics/NNS
  chataible/JJ
  leverages/NNS
  wellproven/VBP
  explainable/JJ
  ai/NN
  automatically/RB
  ask/JJ
  millions/NNS
  questions/NNS
  finds/VBZ
  key/JJ
  insights/NNS
  uses/VBZ
  generative/JJ
  ai/NNS
  summarize/VBP
  doublecheck/NN
  key/JJ
  insights/NNS
  way/NN
  executive/NN
  could/MD
  easily/RB
  consume/VB)","[('generative', 'JJ'), ('ai', 'NN'), ('guardrails', 'NNS'), ('enterprise', 'VBP'), ('analytics', 'NNS'), ('chataible', 'JJ'), ('leverages', 'NNS'), ('wellproven', 'VBP'), ('explainable', 'JJ'), ('ai', 'NN'), ('automatically', 'RB'), ('ask', 'JJ'), ('millions', 'NNS'), ('questions', 'NNS'), ('finds', 'VBZ'), ('key', 'JJ'), ('insights', 'NNS'), ('uses', 'VBZ'), ('generative', 'JJ'), ('ai', 'NNS'), ('summarize', 'VBP'), ('doublecheck', 'NN'), ('key', 'JJ'), ('insights', 'NNS'), ('way', 'NN'), ('executive', 'NN'), ('could', 'MD'), ('easily', 'RB'), ('consume', 'VB')]"
ASG Multi Family Products 122000508,annual maintenance site id asgmetacmdb asgmetamanager asgnavigraph asgnaviplex asgsafari asgtevista asgtmon sqlanalyzer,annual maintenance site id asgmetacmdb asgmetamanager asgnavigraph asgnaviplex asgsafari asgtevista asgtmon sqlanalyzer,"['annual', 'maintenance', 'site', 'id', 'asgmetacmdb', 'asgmetamanager', 'asgnavigraph', 'asgnaviplex', 'asgsafari', 'asgtevista', 'asgtmon', 'sqlanalyzer']",0.0,1,"(S
  annual/JJ
  maintenance/NN
  site/NN
  id/JJ
  asgmetacmdb/JJ
  asgmetamanager/NN
  asgnavigraph/NN
  asgnaviplex/JJ
  asgsafari/NN
  asgtevista/NN
  asgtmon/JJ
  sqlanalyzer/NN)","[('annual', 'JJ'), ('maintenance', 'NN'), ('site', 'NN'), ('id', 'JJ'), ('asgmetacmdb', 'JJ'), ('asgmetamanager', 'NN'), ('asgnavigraph', 'NN'), ('asgnaviplex', 'JJ'), ('asgsafari', 'NN'), ('asgtevista', 'NN'), ('asgtmon', 'JJ'), ('sqlanalyzer', 'NN')]"
ASG-TeVISTA,computer software monitoring troubleshooting distributed network performance measuring application performance across network,computer software monitoring troubleshooting distributed network performance measuring application performance across network,"['computer', 'software', 'monitoring', 'troubleshooting', 'distributed', 'network', 'performance', 'measuring', 'application', 'performance', 'across', 'network']",0.0,0,"(S
  computer/NN
  software/NN
  monitoring/VBG
  troubleshooting/VBG
  distributed/JJ
  network/NN
  performance/NN
  measuring/VBG
  application/NN
  performance/NN
  across/IN
  network/NN)","[('computer', 'NN'), ('software', 'NN'), ('monitoring', 'VBG'), ('troubleshooting', 'VBG'), ('distributed', 'JJ'), ('network', 'NN'), ('performance', 'NN'), ('measuring', 'VBG'), ('application', 'NN'), ('performance', 'NN'), ('across', 'IN'), ('network', 'NN')]"
Seldon Enterprise Platform,seldon base license machine learning models seldon opensource platform facilitates deployment management machine learning models scale provides comprehensive framework allows data scientists engineers seamlessly transition models development production,seldon base license machine learning models seldon opensource facilitates deployment management machine learning models scale provides comprehensive framework allows scientists engineers seamlessly transition models development production,"['seldon', 'base', 'license', 'machine', 'learning', 'models', 'seldon', 'opensource', 'facilitates', 'deployment', 'management', 'machine', 'learning', 'models', 'scale', 'provides', 'comprehensive', 'framework', 'allows', 'scientists', 'engineers', 'seamlessly', 'transition', 'models', 'development', 'production']",-0.35000000000000003,2,"(S
  seldon/JJ
  base/NN
  license/NN
  machine/NN
  learning/VBG
  models/NNS
  seldon/VBN
  opensource/JJ
  facilitates/NNS
  deployment/JJ
  management/NN
  machine/NN
  learning/VBG
  models/NNS
  scale/JJ
  provides/VBZ
  comprehensive/JJ
  framework/NN
  allows/VBZ
  scientists/NNS
  engineers/NNS
  seamlessly/RB
  transition/VBP
  models/NNS
  development/NN
  production/NN)","[('seldon', 'JJ'), ('base', 'NN'), ('license', 'NN'), ('machine', 'NN'), ('learning', 'VBG'), ('models', 'NNS'), ('seldon', 'VBN'), ('opensource', 'JJ'), ('facilitates', 'NNS'), ('deployment', 'JJ'), ('management', 'NN'), ('machine', 'NN'), ('learning', 'VBG'), ('models', 'NNS'), ('scale', 'JJ'), ('provides', 'VBZ'), ('comprehensive', 'JJ'), ('framework', 'NN'), ('allows', 'VBZ'), ('scientists', 'NNS'), ('engineers', 'NNS'), ('seamlessly', 'RB'), ('transition', 'VBP'), ('models', 'NNS'), ('development', 'NN'), ('production', 'NN')]"
Analytics Server Administrator,oracle analytics server administrator formerly oracle business server administrator oracle analytics server administrator provides data modeling tool administrators developers manage oracle analytics server enterprise edition,oracle analytics server administrator formerly oracle server administrator oracle analytics server administrator provides modeling tool administrators developers manage oracle analytics server enterprise edition,"['oracle', 'analytics', 'server', 'administrator', 'formerly', 'oracle', 'server', 'administrator', 'oracle', 'analytics', 'server', 'administrator', 'provides', 'modeling', 'tool', 'administrators', 'developers', 'manage', 'oracle', 'analytics', 'server', 'enterprise', 'edition']",0.0,3,"(S
  oracle/NN
  analytics/NNS
  server/JJ
  administrator/VBP
  formerly/RB
  oracle/RB
  server/JJ
  administrator/NN
  oracle/NN
  analytics/NNS
  server/JJ
  administrator/NN
  provides/VBZ
  modeling/VBG
  tool/NN
  administrators/NNS
  developers/NNS
  manage/VBP
  oracle/NN
  analytics/NNS
  server/VBP
  enterprise/DT
  edition/NN)","[('oracle', 'NN'), ('analytics', 'NNS'), ('server', 'JJ'), ('administrator', 'VBP'), ('formerly', 'RB'), ('oracle', 'RB'), ('server', 'JJ'), ('administrator', 'NN'), ('oracle', 'NN'), ('analytics', 'NNS'), ('server', 'JJ'), ('administrator', 'NN'), ('provides', 'VBZ'), ('modeling', 'VBG'), ('tool', 'NN'), ('administrators', 'NNS'), ('developers', 'NNS'), ('manage', 'VBP'), ('oracle', 'NN'), ('analytics', 'NNS'), ('server', 'VBP'), ('enterprise', 'DT'), ('edition', 'NN')]"
HiQPDF,hiqpdf software complete pdf library net helps create pdf documents scratch add text images pdf pages open edit external pdf documents create fill interactive pdf forms merge split pdf documents,hiqpdf software complete pdf library net helps create pdf documents scratch add text images pdf pages open edit external pdf documents create fill interactive pdf forms merge split pdf documents,"['hiqpdf', 'software', 'complete', 'pdf', 'library', 'net', 'helps', 'create', 'pdf', 'documents', 'scratch', 'add', 'text', 'images', 'pdf', 'pages', 'open', 'edit', 'external', 'pdf', 'documents', 'create', 'fill', 'interactive', 'pdf', 'forms', 'merge', 'split', 'pdf', 'documents']",0.025,0,"(S
  hiqpdf/NN
  software/NN
  complete/JJ
  pdf/NN
  library/JJ
  net/NN
  helps/VBZ
  create/VB
  pdf/JJ
  documents/NNS
  scratch/VBP
  add/VBP
  text/JJ
  images/NNS
  pdf/VBP
  pages/NNS
  open/JJ
  edit/VBP
  external/JJ
  pdf/NN
  documents/NNS
  create/VBP
  fill/JJ
  interactive/JJ
  pdf/NN
  forms/NNS
  merge/VBP
  split/JJ
  pdf/NN
  documents/NNS)","[('hiqpdf', 'NN'), ('software', 'NN'), ('complete', 'JJ'), ('pdf', 'NN'), ('library', 'JJ'), ('net', 'NN'), ('helps', 'VBZ'), ('create', 'VB'), ('pdf', 'JJ'), ('documents', 'NNS'), ('scratch', 'VBP'), ('add', 'VBP'), ('text', 'JJ'), ('images', 'NNS'), ('pdf', 'VBP'), ('pages', 'NNS'), ('open', 'JJ'), ('edit', 'VBP'), ('external', 'JJ'), ('pdf', 'NN'), ('documents', 'NNS'), ('create', 'VBP'), ('fill', 'JJ'), ('interactive', 'JJ'), ('pdf', 'NN'), ('forms', 'NNS'), ('merge', 'VBP'), ('split', 'JJ'), ('pdf', 'NN'), ('documents', 'NNS')]"
ACROLINX,acrolinx offers live editorial assistance automation govern content across many different repositories detailed analytics contents quality performance generative ai infrastructure anchored azure ai acrolinx guarantees scale futurereadiness uncompromising security,acrolinx offers live editorial assistance automation govern content across many different repositories detailed analytics contents quality performance generative ai infrastructure anchored azure ai acrolinx guarantees scale futurereadiness uncompromising security,"['acrolinx', 'offers', 'live', 'editorial', 'assistance', 'automation', 'govern', 'content', 'across', 'many', 'different', 'repositories', 'detailed', 'analytics', 'contents', 'quality', 'performance', 'generative', 'ai', 'infrastructure', 'anchored', 'azure', 'ai', 'acrolinx', 'guarantees', 'scale', 'futurereadiness', 'uncompromising', 'security']",0.22727272727272724,5,"(S
  acrolinx/JJ
  offers/NNS
  live/VBP
  editorial/NN
  assistance/NN
  automation/NN
  govern/FW
  content/NN
  across/IN
  many/JJ
  different/JJ
  repositories/NNS
  detailed/VBN
  analytics/NNS
  contents/NNS
  quality/JJ
  performance/NN
  generative/JJ
  ai/NN
  infrastructure/NN
  anchored/VBD
  azure/NN
  ai/NN
  acrolinx/NN
  guarantees/NNS
  scale/JJ
  futurereadiness/JJ
  uncompromising/JJ
  security/NN)","[('acrolinx', 'JJ'), ('offers', 'NNS'), ('live', 'VBP'), ('editorial', 'NN'), ('assistance', 'NN'), ('automation', 'NN'), ('govern', 'FW'), ('content', 'NN'), ('across', 'IN'), ('many', 'JJ'), ('different', 'JJ'), ('repositories', 'NNS'), ('detailed', 'VBN'), ('analytics', 'NNS'), ('contents', 'NNS'), ('quality', 'JJ'), ('performance', 'NN'), ('generative', 'JJ'), ('ai', 'NN'), ('infrastructure', 'NN'), ('anchored', 'VBD'), ('azure', 'NN'), ('ai', 'NN'), ('acrolinx', 'NN'), ('guarantees', 'NNS'), ('scale', 'JJ'), ('futurereadiness', 'JJ'), ('uncompromising', 'JJ'), ('security', 'NN')]"
Riverbed,riverbed appresponse delivers continuous packet capture realtime historical application monitoring letting observe network application interactions cross wire whether encrypted,riverbed appresponse delivers continuous packet capture realtime historical application monitoring letting observe network application interactions cross wire whether encrypted,"['riverbed', 'appresponse', 'delivers', 'continuous', 'packet', 'capture', 'realtime', 'historical', 'application', 'monitoring', 'letting', 'observe', 'network', 'application', 'interactions', 'cross', 'wire', 'whether', 'encrypted']",0.0,0,"(S
  riverbed/VBN
  appresponse/JJ
  delivers/NNS
  continuous/JJ
  packet/NN
  capture/NN
  realtime/JJ
  historical/JJ
  application/NN
  monitoring/VBG
  letting/VBG
  observe/NN
  network/NN
  application/NN
  interactions/NNS
  cross/VBP
  wire/NN
  whether/IN
  encrypted/VBD)","[('riverbed', 'VBN'), ('appresponse', 'JJ'), ('delivers', 'NNS'), ('continuous', 'JJ'), ('packet', 'NN'), ('capture', 'NN'), ('realtime', 'JJ'), ('historical', 'JJ'), ('application', 'NN'), ('monitoring', 'VBG'), ('letting', 'VBG'), ('observe', 'NN'), ('network', 'NN'), ('application', 'NN'), ('interactions', 'NNS'), ('cross', 'VBP'), ('wire', 'NN'), ('whether', 'IN'), ('encrypted', 'VBD')]"
Flyway,version control continuous delivery flyway helps individuals teams enterprises build application delivery processes automate database development,version control continuous delivery flyway helps individuals teams enterprises build application delivery processes automate database development,"['version', 'control', 'continuous', 'delivery', 'flyway', 'helps', 'individuals', 'teams', 'enterprises', 'build', 'application', 'delivery', 'processes', 'automate', 'database', 'development']",0.0,0,"(S
  version/NN
  control/NN
  continuous/JJ
  delivery/NN
  flyway/NN
  helps/VBZ
  individuals/NNS
  teams/JJ
  enterprises/NNS
  build/VBP
  application/NN
  delivery/NN
  processes/VBZ
  automate/JJ
  database/NN
  development/NN)","[('version', 'NN'), ('control', 'NN'), ('continuous', 'JJ'), ('delivery', 'NN'), ('flyway', 'NN'), ('helps', 'VBZ'), ('individuals', 'NNS'), ('teams', 'JJ'), ('enterprises', 'NNS'), ('build', 'VBP'), ('application', 'NN'), ('delivery', 'NN'), ('processes', 'VBZ'), ('automate', 'JJ'), ('database', 'NN'), ('development', 'NN')]"
MotioPI Pro,addition recovering lost damaged cognos framework models motio pi professional gives ability ensure correct security roles batch validate cognos reports objects enjoy rich search replace eliminate tedious time sinks perform world automations efficiently manage cognos assets heres sampling motiopi helps work efficiently including automating tasks could otherwise tedious time sinks recover lost damaged deleted framework models recover content deleted cognos users query find cognos content matches specific criteria reports based particular package monitor document users security settings document property settings dispatchers data sources report services installed components validate reports changes made model document schedule recipients,addition recovering lost damaged cognos framework models motio pi professional gives ability ensure correct security roles batch validate cognos reports objects enjoy rich search replace eliminate tedious time sinks perform world automations efficiently manage cognos assets heres sampling motiopi helps work efficiently including automating tasks could otherwise tedious time sinks recover lost damaged deleted framework models recover content deleted cognos users query find cognos content matches specific criteria reports based particular package monitor document users security settings document property settings dispatchers sources report installed components validate reports changes made model document schedule recipients,"['addition', 'recovering', 'lost', 'damaged', 'cognos', 'framework', 'models', 'motio', 'pi', 'professional', 'gives', 'ability', 'ensure', 'correct', 'security', 'roles', 'batch', 'validate', 'cognos', 'reports', 'objects', 'enjoy', 'rich', 'search', 'replace', 'eliminate', 'tedious', 'time', 'sinks', 'perform', 'world', 'automations', 'efficiently', 'manage', 'cognos', 'assets', 'heres', 'sampling', 'motiopi', 'helps', 'work', 'efficiently', 'including', 'automating', 'tasks', 'could', 'otherwise', 'tedious', 'time', 'sinks', 'recover', 'lost', 'damaged', 'deleted', 'framework', 'models', 'recover', 'content', 'deleted', 'cognos', 'users', 'query', 'find', 'cognos', 'content', 'matches', 'specific', 'criteria', 'reports', 'based', 'particular', 'package', 'monitor', 'document', 'users', 'security', 'settings', 'document', 'property', 'settings', 'dispatchers', 'sources', 'report', 'installed', 'components', 'validate', 'reports', 'changes', 'made', 'model', 'document', 'schedule', 'recipients']",-0.01759259259259259,2,"(S
  addition/NN
  recovering/VBG
  lost/VBN
  damaged/VBN
  cognos/NNS
  framework/VBP
  models/NNS
  motio/VBP
  pi/JJ
  professional/JJ
  gives/VBZ
  ability/NN
  ensure/VB
  correct/JJ
  security/NN
  roles/NNS
  batch/VBP
  validate/JJ
  cognos/NNS
  reports/NNS
  objects/NNS
  enjoy/VBP
  rich/JJ
  search/NN
  replace/VB
  eliminate/RB
  tedious/JJ
  time/NN
  sinks/NNS
  perform/VBP
  world/NN
  automations/NNS
  efficiently/RB
  manage/VBP
  cognos/JJ
  assets/NNS
  heres/VBZ
  sampling/VBG
  motiopi/NN
  helps/VBZ
  work/VB
  efficiently/RB
  including/VBG
  automating/VBG
  tasks/NNS
  could/MD
  otherwise/RB
  tedious/JJ
  time/NN
  sinks/NNS
  recover/VBP
  lost/VBN
  damaged/VBN
  deleted/VBN
  framework/NN
  models/NNS
  recover/VBP
  content/JJ
  deleted/VBN
  cognos/NN
  users/NNS
  query/VBP
  find/VB
  cognos/JJ
  content/NN
  matches/NNS
  specific/JJ
  criteria/NNS
  reports/NNS
  based/VBN
  particular/JJ
  package/NN
  monitor/NN
  document/NN
  users/NNS
  security/NN
  settings/NNS
  document/NN
  property/NN
  settings/NNS
  dispatchers/NNS
  sources/NNS
  report/NN
  installed/VBD
  components/NNS
  validate/VB
  reports/NNS
  changes/NNS
  made/VBN
  model/NN
  document/NN
  schedule/NN
  recipients/NNS)","[('addition', 'NN'), ('recovering', 'VBG'), ('lost', 'VBN'), ('damaged', 'VBN'), ('cognos', 'NNS'), ('framework', 'VBP'), ('models', 'NNS'), ('motio', 'VBP'), ('pi', 'JJ'), ('professional', 'JJ'), ('gives', 'VBZ'), ('ability', 'NN'), ('ensure', 'VB'), ('correct', 'JJ'), ('security', 'NN'), ('roles', 'NNS'), ('batch', 'VBP'), ('validate', 'JJ'), ('cognos', 'NNS'), ('reports', 'NNS'), ('objects', 'NNS'), ('enjoy', 'VBP'), ('rich', 'JJ'), ('search', 'NN'), ('replace', 'VB'), ('eliminate', 'RB'), ('tedious', 'JJ'), ('time', 'NN'), ('sinks', 'NNS'), ('perform', 'VBP'), ('world', 'NN'), ('automations', 'NNS'), ('efficiently', 'RB'), ('manage', 'VBP'), ('cognos', 'JJ'), ('assets', 'NNS'), ('heres', 'VBZ'), ('sampling', 'VBG'), ('motiopi', 'NN'), ('helps', 'VBZ'), ('work', 'VB'), ('efficiently', 'RB'), ('including', 'VBG'), ('automating', 'VBG'), ('tasks', 'NNS'), ('could', 'MD'), ('otherwise', 'RB'), ('tedious', 'JJ'), ('time', 'NN'), ('sinks', 'NNS'), ('recover', 'VBP'), ('lost', 'VBN'), ('damaged', 'VBN'), ('deleted', 'VBN'), ('framework', 'NN'), ('models', 'NNS'), ('recover', 'VBP'), ('content', 'JJ'), ('deleted', 'VBN'), ('cognos', 'NN'), ('users', 'NNS'), ('query', 'VBP'), ('find', 'VB'), ('cognos', 'JJ'), ('content', 'NN'), ('matches', 'NNS'), ('specific', 'JJ'), ('criteria', 'NNS'), ('reports', 'NNS'), ('based', 'VBN'), ('particular', 'JJ'), ('package', 'NN'), ('monitor', 'NN'), ('document', 'NN'), ('users', 'NNS'), ('security', 'NN'), ('settings', 'NNS'), ('document', 'NN'), ('property', 'NN'), ('settings', 'NNS'), ('dispatchers', 'NNS'), ('sources', 'NNS'), ('report', 'NN'), ('installed', 'VBD'), ('components', 'NNS'), ('validate', 'VB'), ('reports', 'NNS'), ('changes', 'NNS'), ('made', 'VBN'), ('model', 'NN'), ('document', 'NN'), ('schedule', 'NN'), ('recipients', 'NNS')]"
